name,gender,medal_type,country,event,discipline,url
MEINHARDT Gerek,Male,Bronze ,United States of America,Men's Foil Team,Fencing,../../../en/results/fencing/athlete-profile-n1310041-meinhardt-gerek.htm
SCHAUFFELE Xander,Male,Gold ,United States of America,Men's Individual Stroke Play,Golf,../../../en/results/golf/athlete-profile-n1326353-schauffele-xander.htm
SABBATINI Rory,Male,Silver ,Slovakia,Men's Individual Stroke Play,Golf,../../../en/results/golf/athlete-profile-n1429157-sabbatini-rory.htm
PAN C T,Male,Bronze ,Chinese Taipei,Men's Individual Stroke Play,Golf,../../../en/results/golf/athlete-profile-n1342626-pan-c-t.htm
WEARN Matt,Male,Gold ,Australia,Men's One Person Dinghy - Laser,Sailing,../../../en/results/sailing/athlete-profile-n1484037-wearn-matt.htm
STIPANOVIC Tonci,Male,Silver ,Croatia,Men's One Person Dinghy - Laser,Sailing,../../../en/results/sailing/athlete-profile-n1337505-stipanovic-tonci.htm
TOMASGAARD Hermann,Male,Bronze ,Norway,Men's One Person Dinghy - Laser,Sailing,../../../en/results/sailing/athlete-profile-n1346274-tomasgaard-hermann.htm
RINDOM Anne-Marie,Female,Gold ,Denmark,Women's One Person Dinghy - Laser Radial,Sailing,../../../en/results/sailing/athlete-profile-n1366695-rindom-anne-marie.htm
OLSSON Josefin,Female,Silver ,Sweden,Women's One Person Dinghy - Laser Radial,Sailing,../../../en/results/sailing/athlete-profile-n1337907-olsson-josefin.htm
BOUWMEESTER Marit,Female,Bronze ,Netherlands,Women's One Person Dinghy - Laser Radial,Sailing,../../../en/results/sailing/athlete-profile-n1467596-bouwmeester-marit.htm
FINKE Robert,Male,Gold ,United States of America,Men's 1500m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1302442-finke-robert.htm
ROMANCHUK Mykhailo,Male,Silver ,Ukraine,Men's 1500m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1451911-romanchuk-mykhailo.htm
WELLBROCK Florian,Male,Bronze ,Germany,Men's 1500m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1350550-wellbrock-florian.htm
ARMSTRONG Joseph,Male,Gold ,United States of America,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1861918-armstrong-joseph.htm
WILSON Andrew,Male,Gold ,United States of America,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302234-wilson-andrew.htm
DRESSEL Caeleb,Male,Gold ,United States of America,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302244-dressel-caeleb.htm
APPLE Zach,Male,Gold ,United States of America,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302461-apple-zach.htm
SHIELDS Tom,Male,Gold ,United States of America,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302456-shields-tom.htm
PIERONI Blake,Male,Gold ,United States of America,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302339-pieroni-blake.htm
ANDREW Michael,Male,Gold ,United States of America,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302312-andrew-michael.htm
MURPHY Ryan,Male,Gold ,United States of America,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302446-murphy-ryan.htm
WILBY James,Male,Silver ,Great Britain,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1444199-wilby-james.htm
SCOTT Duncan,Male,Silver ,Great Britain,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1444193-scott-duncan.htm
GREENBANK Luke,Male,Silver ,Great Britain,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1444169-greenbank-luke.htm
GUY James,Male,Silver ,Great Britain,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1444170-guy-james.htm
PEATY Adam,Male,Silver ,Great Britain,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1444186-peaty-adam.htm
MIRESSI Alessandro,Male,Bronze ,Italy,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1343287-miressi-alessandro.htm
MARTINENGHI Nicolo,Male,Bronze ,Italy,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1350375-martinenghi-nicolo.htm
CECCON Thomas,Male,Bronze ,Italy,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1343280-ceccon-thomas.htm
BURDISSO Federico,Male,Bronze ,Italy,Men's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1350398-burdisso-federico.htm
DRESSEL Caeleb,Male,Gold ,United States of America,Men's 50m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1302244-dressel-caeleb.htm
MANAUDOU Florent,Male,Silver ,France,Men's 50m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1312287-manaudou-florent.htm
FRATUS Bruno,Male,Bronze ,Brazil,Men's 50m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1328929-fratus-bruno.htm
O'CALLAGHAN Mollie,Female,Gold ,Australia,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1482917-o-callaghan-mollie.htm
THROSSELL Brianna,Female,Gold ,Australia,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1482878-throssell-brianna.htm
SEEBOHM Emily,Female,Gold ,Australia,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1482881-seebohm-emily.htm
HODGES Chelsea,Female,Gold ,Australia,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1482890-hodges-chelsea.htm
McKEON Emma,Female,Gold ,Australia,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1482869-mckeon-emma.htm
CAMPBELL Cate,Female,Gold ,Australia,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1482861-campbell-cate.htm
McKEOWN Kaylee,Female,Gold ,Australia,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1482870-mckeown-kaylee.htm
SMITH Regan,Female,Silver ,United States of America,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302447-smith-regan.htm
KING Lilly,Female,Silver ,United States of America,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302307-king-lilly.htm
HUSKE Torri,Female,Silver ,United States of America,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302457-huske-torri.htm
CURZAN Claire,Female,Silver ,United States of America,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302242-curzan-claire.htm
WEITZEIL Abbey,Female,Silver ,United States of America,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302233-weitzeil-abbey.htm
BROWN Erika,Female,Silver ,United States of America,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302262-brown-erika.htm
JACOBY Lydia,Female,Silver ,United States of America,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1790180-jacoby-lydia.htm
WHITE Rhyan Elizabeth,Female,Silver ,United States of America,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1790184-white-rhyan-elizabeth.htm
RUCK Taylor,Female,Bronze ,Canada,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1459651-ruck-taylor.htm
MACNEIL Margaret,Female,Bronze ,Canada,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1459652-macneil-margaret.htm
SANCHEZ Kayla,Female,Bronze ,Canada,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1459675-sanchez-kayla.htm
MASSE Kylie,Female,Bronze ,Canada,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1459656-masse-kylie.htm
PICKREM Sydney,Female,Bronze ,Canada,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1459684-pickrem-sydney.htm
OLEKSIAK Penny,Female,Bronze ,Canada,Women's 4 x 100m Medley Relay,Swimming,../../../en/results/swimming/athlete-profile-n1459677-oleksiak-penny.htm
McKEON Emma,Female,Gold ,Australia,Women's 50m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1482869-mckeon-emma.htm
SJOESTROEM Sarah,Female,Silver ,Sweden,Women's 50m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1383927-sjoestroem-sarah.htm
BLUME Pernille,Female,Bronze ,Denmark,Women's 50m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1366741-blume-pernille.htm
ZVEREV Alexander,Male,Gold ,Germany,Men's Singles,Tennis,../../../en/results/tennis/athlete-profile-n1319996-zverev-alexander.htm
KHACHANOV Karen,Male,Silver ,ROC,Men's Singles,Tennis,../../../en/results/tennis/athlete-profile-n1436771-khachanov-karen.htm
RUBLEV Andrey,Mixed,Gold ,ROC,Mixed Doubles,Tennis,../../../en/results/tennis/athlete-profile-n1436772-rublev-andrey.htm
PAVLYUCHENKOVA Anastasia,Mixed,Gold ,ROC,Mixed Doubles,Tennis,../../../en/results/tennis/athlete-profile-n1436787-pavlyuchenkova-anastasia.htm
KARATSEV Aslan,Mixed,Silver ,ROC,Mixed Doubles,Tennis,../../../en/results/tennis/athlete-profile-n1436774-karatsev-aslan.htm
VESNINA Elena,Mixed,Silver ,ROC,Mixed Doubles,Tennis,../../../en/results/tennis/athlete-profile-n1436777-vesnina-elena.htm
KREJCIKOVA Barbora,Female,Gold ,Czech Republic,Women's Doubles,Tennis,../../../en/results/tennis/athlete-profile-n1408415-krejcikova-barbora.htm
SINIAKOVA Katerina,Female,Gold ,Czech Republic,Women's Doubles,Tennis,../../../en/results/tennis/athlete-profile-n1408422-siniakova-katerina.htm
BENCIC Belinda,Female,Silver ,Switzerland,Women's Doubles,Tennis,../../../en/results/tennis/athlete-profile-n1465472-bencic-belinda.htm
GOLUBIC Viktorija,Female,Silver ,Switzerland,Women's Doubles,Tennis,../../../en/results/tennis/athlete-profile-n1465761-golubic-viktorija.htm
DAJOMES BARRERA Neisi Patricia,Female,Gold ,Ecuador,Women's 76kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1462004-dajomes-barrera-neisi-patricia.htm
NYE Katherine Elizabeth,Female,Silver ,United States of America,Women's 76kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1285332-nye-katherine-elizabeth.htm
FUENTES ZAVALA Aremi,Female,Bronze ,Mexico,Women's 76kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1302080-fuentes-zavala-aremi.htm
LIU Yang,Male,Gold ,People's Republic of China,Men's Rings,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1324774-liu-yang.htm
YOU Hao,Male,Silver ,People's Republic of China,Men's Rings,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1329503-you-hao.htm
PETROUNIAS Eleftherios,Male,Bronze ,Greece,Men's Rings,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1449994-petrounias-eleftherios.htm
SHIN Jeahwan,Male,Gold ,Republic of Korea,Men's Vault,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1345414-shin-jeahwan.htm
ABLIAZIN Denis,Male,Silver ,ROC,Men's Vault,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1406250-abliazin-denis.htm
DAVTYAN Artur,Male,Bronze ,Armenia,Men's Vault,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1282141-davtyan-artur.htm
CAREY Jade,Female,Gold ,United States of America,Women's Floor Exercise,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1348673-carey-jade.htm
FERRARI Vanessa,Female,Silver ,Italy,Women's Floor Exercise,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1333925-ferrari-vanessa.htm
MURAKAMI Mai,Female,Bronze ,Japan,Women's Floor Exercise,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1319115-murakami-mai.htm
MELNIKOVA Angelina,Female,Bronze ,ROC,Women's Floor Exercise,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1406270-melnikova-angelina.htm
EL BAKKALI Soufiane,Male,Gold ,Morocco,Men's 3000m Steeplechase,Athletics,../../../en/results/athletics/athlete-profile-n1421637-el-bakkali-soufiane.htm
GIRMA Lamecha,Male,Silver ,Ethiopia,Men's 3000m Steeplechase,Athletics,../../../en/results/athletics/athlete-profile-n1450573-girma-lamecha.htm
KIGEN Benjamin,Male,Bronze ,Kenya,Men's 3000m Steeplechase,Athletics,../../../en/results/athletics/athlete-profile-n1402333-kigen-benjamin.htm
TENTOGLOU Miltiadis,Male,Gold ,Greece,Men's Long Jump,Athletics,../../../en/results/athletics/athlete-profile-n1450027-tentoglou-miltiadis.htm
ECHEVARRIA Juan Miguel,Male,Silver ,Cuba,Men's Long Jump,Athletics,../../../en/results/athletics/athlete-profile-n1305849-echevarria-juan-miguel.htm
MASSO Maykel,Male,Bronze ,Cuba,Men's Long Jump,Athletics,../../../en/results/athletics/athlete-profile-n1305862-masso-maykel.htm
CAMACHO-QUINN Jasmine,Female,Gold ,Puerto Rico,Women's 100m Hurdles,Athletics,../../../en/results/athletics/athlete-profile-n1285703-camacho-quinn-jasmine.htm
HARRISON Kendra,Female,Silver ,United States of America,Women's 100m Hurdles,Athletics,../../../en/results/athletics/athlete-profile-n1469657-harrison-kendra.htm
TAPPER Megan,Female,Bronze ,Jamaica,Women's 100m Hurdles,Athletics,../../../en/results/athletics/athlete-profile-n1437878-tapper-megan.htm
HASSAN Sifan,Female,Gold ,Netherlands,Women's 5000m,Athletics,../../../en/results/athletics/athlete-profile-n1476183-hassan-sifan.htm
OBIRI Hellen,Female,Silver ,Kenya,Women's 5000m,Athletics,../../../en/results/athletics/athlete-profile-n1402355-obiri-hellen.htm
TSEGAY Gudaf,Female,Bronze ,Ethiopia,Women's 5000m,Athletics,../../../en/results/athletics/athlete-profile-n1351964-tsegay-gudaf.htm
ALLMAN Valarie,Female,Gold ,United States of America,Women's Discus Throw,Athletics,../../../en/results/athletics/athlete-profile-n1459019-allman-valarie.htm
PUDENZ Kristin,Female,Silver ,Germany,Women's Discus Throw,Athletics,../../../en/results/athletics/athlete-profile-n1347172-pudenz-kristin.htm
PEREZ Yaime,Female,Bronze ,Cuba,Women's Discus Throw,Athletics,../../../en/results/athletics/athlete-profile-n1305834-perez-yaime.htm
AXELSEN Viktor,Male,Gold ,Denmark,Men's Singles,Badminton,../../../en/results/badminton/athlete-profile-n1366610-axelsen-viktor.htm
CHEN Long,Male,Silver ,People's Republic of China,Men's Singles,Badminton,../../../en/results/badminton/athlete-profile-n1349464-chen-long.htm
GINTING Anthony Sinisuka,Male,Bronze ,Indonesia,Men's Singles,Badminton,../../../en/results/badminton/athlete-profile-n1364394-ginting-anthony-sinisuka.htm
Greysia POLII,Female,Gold ,Indonesia,Women's Doubles,Badminton,../../../en/results/badminton/athlete-profile-n1364407-greysia-polii.htm
RAHAYU Apriyani,Female,Gold ,Indonesia,Women's Doubles,Badminton,../../../en/results/badminton/athlete-profile-n1364408-rahayu-apriyani.htm
CHEN Qing Chen,Female,Silver ,People's Republic of China,Women's Doubles,Badminton,../../../en/results/badminton/athlete-profile-n1350257-chen-qing-chen.htm
JIA Yi Fan,Female,Silver ,People's Republic of China,Women's Doubles,Badminton,../../../en/results/badminton/athlete-profile-n1350272-jia-yi-fan.htm
KIM Soyeong,Female,Bronze ,Republic of Korea,Women's Doubles,Badminton,../../../en/results/badminton/athlete-profile-n1329879-kim-soyeong.htm
KONG Heeyong,Female,Bronze ,Republic of Korea,Women's Doubles,Badminton,../../../en/results/badminton/athlete-profile-n1329880-kong-heeyong.htm
ZHONG Tianshi,Female,Gold ,People's Republic of China,Women's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1352032-zhong-tianshi.htm
BAO Shanju,Female,Gold ,People's Republic of China,Women's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1388592-bao-shanju.htm
HINZE Emma,Female,Silver ,Germany,Women's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1330469-hinze-emma.htm
FRIEDRICH Lea Sophie,Female,Silver ,Germany,Women's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1330472-friedrich-lea-sophie.htm
VOINOVA Anastasiia,Female,Bronze ,ROC,Women's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1436553-voinova-anastasiia.htm
SHMELEVA Daria,Female,Bronze ,ROC,Women's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1436597-shmeleva-daria.htm
KRAJEWSKI Julia,O,Gold ,Germany,Eventing Individual,Equestrian,../../../en/results/equestrian/athlete-profile-n1346461-krajewski-julia.htm
McEWEN Tom,O,Silver ,Great Britain,Eventing Individual,Equestrian,../../../en/results/equestrian/athlete-profile-n1478824-mcewen-tom.htm
HOY Andrew,O,Bronze ,Australia,Eventing Individual,Equestrian,../../../en/results/equestrian/athlete-profile-n1482507-hoy-andrew.htm
McEWEN Tom,O,Gold ,Great Britain,Eventing Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1478824-mcewen-tom.htm
TOWNEND Oliver,O,Gold ,Great Britain,Eventing Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1478830-townend-oliver.htm
COLLETT Laura,O,Gold ,Great Britain,Eventing Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1478815-collett-laura.htm
ROSE Shane,O,Silver ,Australia,Eventing Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1482502-rose-shane.htm
McNAB Kevin,O,Silver ,Australia,Eventing Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1482503-mcnab-kevin.htm
HOY Andrew,O,Silver ,Australia,Eventing Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1482507-hoy-andrew.htm
LAGHOUAG Karim Florent,O,Bronze ,France,Eventing Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1350506-laghouag-karim-florent.htm
SIX Christopher,O,Bronze ,France,Eventing Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1350523-six-christopher.htm
TOUZAINT Nicolas,O,Bronze ,France,Eventing Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1350526-touzaint-nicolas.htm
QUIQUAMPOIX Jean,Male,Gold ,France,25m Rapid Fire Pistol Men,Shooting,../../../en/results/shooting/athlete-profile-n1314464-quiquampoix-jean.htm
PUPO Leuris,Male,Silver ,Cuba,25m Rapid Fire Pistol Men,Shooting,../../../en/results/shooting/athlete-profile-n1308227-pupo-leuris.htm
LI Yuehong,Male,Bronze ,People's Republic of China,25m Rapid Fire Pistol Men,Shooting,../../../en/results/shooting/athlete-profile-n1302196-li-yuehong.htm
ZHANG Changhong,Male,Gold ,People's Republic of China,50m Rifle 3 Positions Men,Shooting,../../../en/results/shooting/athlete-profile-n1302173-zhang-changhong.htm
KAMENSKIY Sergey,Male,Silver ,ROC,50m Rifle 3 Positions Men,Shooting,../../../en/results/shooting/athlete-profile-n1428759-kamenskiy-sergey.htm
SEBIC Milenko,Male,Bronze ,Serbia,50m Rifle 3 Positions Men,Shooting,../../../en/results/shooting/athlete-profile-n1344935-sebic-milenko.htm
LI Wenwen,Female,Gold ,People's Republic of China,Women's +87kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1342297-li-wenwen.htm
CAMPBELL Emily Jade,Female,Silver ,Great Britain,Women's +87kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1440043-campbell-emily-jade.htm
ROBLES Sarah Elizabeth,Female,Bronze ,United States of America,Women's +87kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1285337-robles-sarah-elizabeth.htm
WANG Zhouyu,Female,Gold ,People's Republic of China,Women's 87kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1342307-wang-zhouyu.htm
SALAZAR ARCE Tamara Yajaira,Female,Silver ,Ecuador,Women's 87kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1462160-salazar-arce-tamara-yajaira.htm
SANTANA PEGUERO Crismery Dominga,Female,Bronze ,Dominican Republic,Women's 87kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1398757-santana-peguero-crismery-dominga.htm
LOPEZ NUNEZ Mijain,Male,Gold ,Cuba,Men's Greco-Roman 130kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1311232-lopez-nunez-mijain.htm
KAJAIA Iakobi,Male,Silver ,Georgia,Men's Greco-Roman 130kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1286074-kajaia-iakobi.htm
KAYAALP Riza,Male,Bronze ,Turkey,Men's Greco-Roman 130kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1382497-kayaalp-riza.htm
SEMENOV Sergei,Male,Bronze ,ROC,Men's Greco-Roman 130kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1436166-semenov-sergei.htm
ORTA SANCHEZ Luis Alberto,Male,Gold ,Cuba,Men's Greco-Roman 60kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1348810-orta-sanchez-luis-alberto.htm
FUMITA Kenichiro,Male,Silver ,Japan,Men's Greco-Roman 60kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1316566-fumita-kenichiro.htm
EMELIN Sergey,Male,Bronze ,ROC,Men's Greco-Roman 60kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1436156-emelin-sergey.htm
WALIHAN Sailike,Male,Bronze ,People's Republic of China,Men's Greco-Roman 60kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1318640-walihan-sailike.htm
ROTTER FOCKEN Aline,Female,Gold ,Germany,Women's Freestyle 76kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1334833-rotter-focken-aline.htm
GRAY Adeline Maria,Female,Silver ,United States of America,Women's Freestyle 76kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1347803-gray-adeline-maria.htm
ADAR Yasemin,Female,Bronze ,Turkey,Women's Freestyle 76kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1382524-adar-yasemin.htm
ZHOU Qian,Female,Bronze ,People's Republic of China,Women's Freestyle 76kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1314025-zhou-qian.htm
HASHIMOTO Daiki,Male,Gold ,Japan,Men's Horizontal Bar,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1318265-hashimoto-daiki.htm
SRBIC Tin,Male,Silver ,Croatia,Men's Horizontal Bar,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1325266-srbic-tin.htm
NAGORNYY Nikita,Male,Bronze ,ROC,Men's Horizontal Bar,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1406257-nagornyy-nikita.htm
ZOU Jingyuan,Male,Gold ,People's Republic of China,Men's Parallel Bars,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1323057-zou-jingyuan.htm
DAUSER Lukas,Male,Silver ,Germany,Men's Parallel Bars,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1329936-dauser-lukas.htm
ARICAN Ferhat,Male,Bronze ,Turkey,Men's Parallel Bars,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1327455-arican-ferhat.htm
GUAN Chenchen,Female,Gold ,People's Republic of China,Women's Balance Beam,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1333572-guan-chenchen.htm
TANG Xijing,Female,Silver ,People's Republic of China,Women's Balance Beam,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1329911-tang-xijing.htm
BILES Simone,Female,Bronze ,United States of America,Women's Balance Beam,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1348720-biles-simone.htm
WARHOLM Karsten,Male,Gold ,Norway,Men's 400m Hurdles,Athletics,../../../en/results/athletics/athlete-profile-n1343575-warholm-karsten.htm
BENJAMIN Rai,Male,Silver ,United States of America,Men's 400m Hurdles,Athletics,../../../en/results/athletics/athlete-profile-n1458826-benjamin-rai.htm
dos SANTOS Alison,Male,Bronze ,Brazil,Men's 400m Hurdles,Athletics,../../../en/results/athletics/athlete-profile-n1354899-dos-santos-alison.htm
DUPLANTIS Armand,Male,Gold ,Sweden,Men's Pole Vault,Athletics,../../../en/results/athletics/athlete-profile-n1449180-duplantis-armand.htm
NILSEN Christopher,Male,Silver ,United States of America,Men's Pole Vault,Athletics,../../../en/results/athletics/athlete-profile-n1453116-nilsen-christopher.htm
BRAZ Thiago,Male,Bronze ,Brazil,Men's Pole Vault,Athletics,../../../en/results/athletics/athlete-profile-n1355076-braz-thiago.htm
THOMPSON-HERAH Elaine,Female,Gold ,Jamaica,Women's 200m,Athletics,../../../en/results/athletics/athlete-profile-n1412290-thompson-herah-elaine.htm
MBOMA Christine,Female,Silver ,Namibia,Women's 200m,Athletics,../../../en/results/athletics/athlete-profile-n1424995-mboma-christine.htm
THOMAS Gabrielle,Female,Bronze ,United States of America,Women's 200m,Athletics,../../../en/results/athletics/athlete-profile-n1457974-thomas-gabrielle.htm
MU Athing,Female,Gold ,United States of America,Women's 800m,Athletics,../../../en/results/athletics/athlete-profile-n1363228-mu-athing.htm
HODGKINSON Keely,Female,Silver ,Great Britain,Women's 800m,Athletics,../../../en/results/athletics/athlete-profile-n1477744-hodgkinson-keely.htm
ROGERS Raevyn,Female,Bronze ,United States of America,Women's 800m,Athletics,../../../en/results/athletics/athlete-profile-n1458825-rogers-raevyn.htm
WLODARCZYK Anita,Female,Gold ,Poland,Women's Hammer Throw,Athletics,../../../en/results/athletics/athlete-profile-n1324488-wlodarczyk-anita.htm
WANG Zheng,Female,Silver ,People's Republic of China,Women's Hammer Throw,Athletics,../../../en/results/athletics/athlete-profile-n1304554-wang-zheng.htm
KOPRON Malwina,Female,Bronze ,Poland,Women's Hammer Throw,Athletics,../../../en/results/athletics/athlete-profile-n1324434-kopron-malwina.htm
MIHAMBO Malaika,Female,Gold ,Germany,Women's Long Jump,Athletics,../../../en/results/athletics/athlete-profile-n1347145-mihambo-malaika.htm
REESE Brittney,Female,Silver ,United States of America,Women's Long Jump,Athletics,../../../en/results/athletics/athlete-profile-n1453050-reese-brittney.htm
BRUME Ese,Female,Bronze ,Nigeria,Women's Long Jump,Athletics,../../../en/results/athletics/athlete-profile-n1331123-brume-ese.htm
ALVAREZ Lazaro,Male,Bronze ,Cuba,Men's Feather (52-57kg),Boxing,../../../en/results/boxing/athlete-profile-n1306602-alvarez-lazaro.htm
TAKYI Samuel,Male,Bronze ,Ghana,Men's Feather (52-57kg),Boxing,../../../en/results/boxing/athlete-profile-n1327816-takyi-samuel.htm
NYIKA David,Male,Bronze ,New Zealand,Men's Heavy (81-91kg),Boxing,../../../en/results/boxing/athlete-profile-n1459540-nyika-david.htm
TEIXEIRA Abner,Male,Bronze ,Brazil,Men's Heavy (81-91kg),Boxing,../../../en/results/boxing/athlete-profile-n1320406-teixeira-abner.htm
IGLESIAS Roniel,Male,Gold ,Cuba,Men's Welter (63-69kg),Boxing,../../../en/results/boxing/athlete-profile-n1306623-iglesias-roniel.htm
McCORMACK Pat,Male,Silver ,Great Britain,Men's Welter (63-69kg),Boxing,../../../en/results/boxing/athlete-profile-n1443419-mccormack-pat.htm
